"gear_links_name","gear_links_url","gear_links_card_name","gear_links_card_text","gear_links_keywords","gear_links_crafting_reqs_name","gear_links_crafting_reqs_url","gear_links_categories_name","gear_links_categories_url","gear_links_special_rules","gear_links_speed","gear_links_accuracy","gear_links_strength"
"Cat Fang Knife","https://kingdomdeath.fandom.com/wiki/Cat_Fang_Knife","Cat Fang Knife","Affinity Bonus: On a Perfect hit, gain +1 strength token. When knocked down, remove all your +1 strength tokens.","weapon, melee, dagger, bone","Elder Cat Teeth","https://kingdomdeath.fandom.com/wiki/Elder_Cat_Teeth","","","Affinity Bonus","3","6+","2"
"Cat Fang Knife","https://kingdomdeath.fandom.com/wiki/Cat_Fang_Knife","Cat Fang Knife","Affinity Bonus: On a Perfect hit, gain +1 strength token. When knocked down, remove all your +1 strength tokens.","weapon, melee, dagger, bone","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Affinity Bonus","3","6+","2"
"","","","","","","","Melee Weapons","https://kingdomdeath.fandom.com/wiki/Category:Melee_Weapons","","","",""
"","","","","","","","Daggers","https://kingdomdeath.fandom.com/wiki/Category:Daggers","","","",""
"","","","","","","","Bone Gear","https://kingdomdeath.fandom.com/wiki/Category:Bone_Gear","","","",""
"","","","","","","","On a Perfect Hit","https://kingdomdeath.fandom.com/wiki/Category:On_a_Perfect_Hit","","","",""
"","","","","","","","Gear with Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Red_Affinities","","","",""
"","","","","","","","Gear with Up Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Red_Affinities","","","",""
"","","","","","","","Gear with Down Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Red_Affinities","","","",""
"","","","","","","","Gear with Left Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Red_Affinities","","","",""
"","","","","","","","Gear with Right Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Red_Affinities","","","",""
"","","","","","","","Uses for Elder Cat Teeth","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Elder_Cat_Teeth","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","When you are knocked down","https://kingdomdeath.fandom.com/wiki/Category:When_you_are_knocked_down","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Cat Gut Bow","https://kingdomdeath.fandom.com/wiki/Cat_Gut_Bow","Cat Gut Bow","Cumbersome, Range 6
Aim: When you attack, before rolling to hit, you may reduce the speed of this weapon by 1 to gain +2 accuracy for that attack.","weapon, ranged, bow, two-handed","Sinew","https://kingdomdeath.fandom.com/wiki/Sinew","","","Cumbersome, Range 6, Aim","2","7+","3"
"Cat Gut Bow","https://kingdomdeath.fandom.com/wiki/Cat_Gut_Bow","Cat Gut Bow","Cumbersome, Range 6
Aim: When you attack, before rolling to hit, you may reduce the speed of this weapon by 1 to gain +2 accuracy for that attack.","weapon, ranged, bow, two-handed","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Cumbersome, Range 6, Aim","2","7+","3"
"","","","","","","","Bows","https://kingdomdeath.fandom.com/wiki/Category:Bows","","","",""
"","","","","","","","Ranged Weapons","https://kingdomdeath.fandom.com/wiki/Category:Ranged_Weapons","","","",""
"","","","","","","","Two-Handed Weapons","https://kingdomdeath.fandom.com/wiki/Category:Two-Handed_Weapons","","","",""
"","","","","","","","Cumbersome Gear","https://kingdomdeath.fandom.com/wiki/Category:Cumbersome_Gear","","","",""
"","","","","","","","Gear with Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Blue_Affinities","","","",""
"","","","","","","","Gear with Up Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Blue_Affinities","","","",""
"","","","","","","","Uses for Sinew","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Sinew","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Weapons","https://kingdomdeath.fandom.com/wiki/Category:Weapons","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Claw Head Arrow","https://kingdomdeath.fandom.com/wiki/Claw_Head_Arrow","Claw Head Arrow","Slow
Ammo - Bow: You must have a bow in your gear grid to activate this.","item, ammunition, arrow","Lion Claw","https://kingdomdeath.fandom.com/wiki/Lion_Claw","","","Slow, Ammo - Bow","1","6+","6"
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Ammunition","https://kingdomdeath.fandom.com/wiki/Category:Ammunition","","","",""
"","","","","","","","Arrows","https://kingdomdeath.fandom.com/wiki/Category:Arrows","","","",""
"","","","","","","","Gear with Slow","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Slow","","","",""
"","","","","","","","Gear with Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Blue_Affinities","","","",""
"","","","","","","","Gear with Right Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Blue_Affinities","","","",""
"","","","","","","","Uses for Lion Claw","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Lion_Claw","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","Use Once per Showdown","https://kingdomdeath.fandom.com/wiki/Category:Use_Once_per_Showdown","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Frenzy Drink","https://kingdomdeath.fandom.com/wiki/Frenzy_Drink","Frenzy Drink","Consume: Suffer Frenzy brain trauma. Can be used once per showdown.","item, consumable, fragile","Lion Testes","https://kingdomdeath.fandom.com/wiki/Lion_Testes","","","Consume","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Consumables","https://kingdomdeath.fandom.com/wiki/Category:Consumables","","","",""
"","","","","","","","Fragile Gear","https://kingdomdeath.fandom.com/wiki/Category:Fragile_Gear","","","",""
"","","","","","","","Use Once per Showdown","https://kingdomdeath.fandom.com/wiki/Category:Use_Once_per_Showdown","","","",""
"","","","","","","","Uses for Lion Testes","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Lion_Testes","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","Core Game Consumables","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Consumables","","","",""
"","","","","","","","Consumable Gear","https://kingdomdeath.fandom.com/wiki/Category:Consumable_Gear","","","",""
"","","","","","","","Core Game Cards","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Cards","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"King Spear","https://kingdomdeath.fandom.com/wiki/King_Spear","King Spear","Reach 2: May attack from 2 spaces away.","weapon, melee, spear, heavy, two-handed","Lion Claw","https://kingdomdeath.fandom.com/wiki/Lion_Claw","","","Reach 2","2","6+","3"
"King Spear","https://kingdomdeath.fandom.com/wiki/King_Spear","King Spear","Reach 2: May attack from 2 spaces away.","weapon, melee, spear, heavy, two-handed","Great Cat Bones","https://kingdomdeath.fandom.com/wiki/Great_Cat_Bones","","","Reach 2","2","6+","3"
"","","","","","","","Melee Weapons","https://kingdomdeath.fandom.com/wiki/Category:Melee_Weapons","","","",""
"","","","","","","","Spears","https://kingdomdeath.fandom.com/wiki/Category:Spears","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Two-Handed Weapons","https://kingdomdeath.fandom.com/wiki/Category:Two-Handed_Weapons","","","",""
"","","","","","","","Gear with Reach","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Reach","","","",""
"","","","","","","","Gear with Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Red_Affinities","","","",""
"","","","","","","","Gear with Right Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Red_Affinities","","","",""
"","","","","","","","Uses for Lion Claw","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Lion_Claw","","","",""
"","","","","","","","Uses for Great Cat Bones","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Great_Cat_Bones","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Weapons","https://kingdomdeath.fandom.com/wiki/Category:Weapons","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Lion Beast Katar","https://kingdomdeath.fandom.com/wiki/Lion_Beast_Katar","Lion Beast Katar","Deadly: +1 luck with this weapon.
Paired: When you attack, add the speed of a 2nd Lion Beast Katar in your gear grid.","weapon, melee, katar","Lion Claw","https://kingdomdeath.fandom.com/wiki/Lion_Claw","","","Deadly, Paired","2","7+","3"
"Lion Beast Katar","https://kingdomdeath.fandom.com/wiki/Lion_Beast_Katar","Lion Beast Katar","Deadly: +1 luck with this weapon.
Paired: When you attack, add the speed of a 2nd Lion Beast Katar in your gear grid.","weapon, melee, katar","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","Deadly, Paired","2","7+","3"
"","","","","","","","Melee Weapons","https://kingdomdeath.fandom.com/wiki/Category:Melee_Weapons","","","",""
"","","","","","","","Katars","https://kingdomdeath.fandom.com/wiki/Category:Katars","","","",""
"","","","","","","","Deadly Gear","https://kingdomdeath.fandom.com/wiki/Category:Deadly_Gear","","","",""
"","","","","","","","Paired Gear","https://kingdomdeath.fandom.com/wiki/Category:Paired_Gear","","","",""
"","","","","","","","Uses for Lion Claw","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Lion_Claw","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Lion Headdress","https://kingdomdeath.fandom.com/wiki/Lion_Headdress","Lion Headdress","Accessory: You may wear this in addition to 1 armor at this hit location.","item, flammable","Shimmering Mane","https://kingdomdeath.fandom.com/wiki/Shimmering_Mane","","","Accessory","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Flammable Gear","https://kingdomdeath.fandom.com/wiki/Category:Flammable_Gear","","","",""
"","","","","","","","Accessories","https://kingdomdeath.fandom.com/wiki/Category:Accessories","","","",""
"","","","","","","","Uses for Shimmering Mane","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Shimmering_Mane","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Lion Skin Cloak","https://kingdomdeath.fandom.com/wiki/Lion_Skin_Cloak","Lion Skin Cloak","Reduce damage from every hit suffered by 1 to a minimum of 1.","armor, fur, heavy, bone, flammable","White Fur","https://kingdomdeath.fandom.com/wiki/White_Fur","","","0","","",""
"","","","","","","","Body Armor","https://kingdomdeath.fandom.com/wiki/Category:Body_Armor","","","",""
"","","","","","","","Fur Gear","https://kingdomdeath.fandom.com/wiki/Category:Fur_Gear","","","",""
"","","","","","","","Bone Gear","https://kingdomdeath.fandom.com/wiki/Category:Bone_Gear","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Flammable Gear","https://kingdomdeath.fandom.com/wiki/Category:Flammable_Gear","","","",""
"","","","","","","","Gear with Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Green_Affinities","","","",""
"","","","","","","","Gear with Right Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Green_Affinities","","","",""
"","","","","","","","Uses for White Fur","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_White_Fur","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Armor","https://kingdomdeath.fandom.com/wiki/Category:Armor","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Whisker Harp","https://kingdomdeath.fandom.com/wiki/Whisker_Harp","Whisker Harp","On Arrival, all survivors gain +1 survival.","item, instrument, noisy","Golden Whiskers","https://kingdomdeath.fandom.com/wiki/Golden_Whiskers","","","","","",""
"Whisker Harp","https://kingdomdeath.fandom.com/wiki/Whisker_Harp","Whisker Harp","On Arrival, all survivors gain +1 survival.","item, instrument, noisy","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Instruments","https://kingdomdeath.fandom.com/wiki/Category:Instruments","","","",""
"","","","","","","","Noisy Gear","https://kingdomdeath.fandom.com/wiki/Category:Noisy_Gear","","","",""
"","","","","","","","On Arrival","https://kingdomdeath.fandom.com/wiki/Category:On_Arrival","","","",""
"","","","","","","","Gear with Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Blue_Affinities","","","",""
"","","","","","","","Gear with Left Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Blue_Affinities","","","",""
"","","","","","","","Uses for Golden Whiskers","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Golden_Whiskers","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"White Lion Boots","https://kingdomdeath.fandom.com/wiki/White_Lion_Boots","White Lion Boots","Affinity Bonus: +1 Movement.","armor, set, fur, heavy","White Fur","https://kingdomdeath.fandom.com/wiki/White_Fur","","","Affinity Bonus","","",""
"White Lion Boots","https://kingdomdeath.fandom.com/wiki/White_Lion_Boots","White Lion Boots","Affinity Bonus: +1 Movement.","armor, set, fur, heavy","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","Affinity Bonus","","",""
"White Lion Boots","https://kingdomdeath.fandom.com/wiki/White_Lion_Boots","White Lion Boots","Affinity Bonus: +1 Movement.","armor, set, fur, heavy","White Lion Armor","https://kingdomdeath.fandom.com/wiki/White_Lion_Armor","","","Affinity Bonus","","",""
"","","","","","","","Leg Armor","https://kingdomdeath.fandom.com/wiki/Category:Leg_Armor","","","",""
"","","","","","","","Fur Gear","https://kingdomdeath.fandom.com/wiki/Category:Fur_Gear","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Gear with Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Red_Affinities","","","",""
"","","","","","","","Gear with Right Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Red_Affinities","","","",""
"","","","","","","","Gear with Down Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Red_Affinities","","","",""
"","","","","","","","Uses for White Fur","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_White_Fur","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear with Movement Bonus","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Movement_Bonus","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"White Lion Coat","https://kingdomdeath.fandom.com/wiki/White_Lion_Coat","White Lion Coat","Pounce: Spend and to move 3 spaces in a straight line. Then, if you moved 3 spaces, activate a melee weapon with +1 strength.","armor, set, fur, heavy","White Fur","https://kingdomdeath.fandom.com/wiki/White_Fur","","","Pounce","","",""
"White Lion Coat","https://kingdomdeath.fandom.com/wiki/White_Lion_Coat","White Lion Coat","Pounce: Spend and to move 3 spaces in a straight line. Then, if you moved 3 spaces, activate a melee weapon with +1 strength.","armor, set, fur, heavy","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","Pounce","","",""
"White Lion Coat","https://kingdomdeath.fandom.com/wiki/White_Lion_Coat","White Lion Coat","Pounce: Spend and to move 3 spaces in a straight line. Then, if you moved 3 spaces, activate a melee weapon with +1 strength.","armor, set, fur, heavy","White Lion Armor","https://kingdomdeath.fandom.com/wiki/White_Lion_Armor","","","Pounce","","",""
"","","","","","","","Body Armor","https://kingdomdeath.fandom.com/wiki/Category:Body_Armor","","","",""
"","","","","","","","Fur Gear","https://kingdomdeath.fandom.com/wiki/Category:Fur_Gear","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Gear with Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Blue_Affinities","","","",""
"","","","","","","","Gear with Up Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Blue_Affinities","","","",""
"","","","","","","","Uses for White Fur","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_White_Fur","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Armor","https://kingdomdeath.fandom.com/wiki/Category:Armor","","","",""
"White Lion Gauntlets","https://kingdomdeath.fandom.com/wiki/White_Lion_Gauntlets","White Lion Gauntlet","When you Pounce, gain +1 accuracy for your next attack this turn.","armor, set, fur, heavy","White Fur","https://kingdomdeath.fandom.com/wiki/White_Fur","","","2","","",""
"White Lion Gauntlets","https://kingdomdeath.fandom.com/wiki/White_Lion_Gauntlets","White Lion Gauntlet","When you Pounce, gain +1 accuracy for your next attack this turn.","armor, set, fur, heavy","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","2","","",""
"White Lion Gauntlets","https://kingdomdeath.fandom.com/wiki/White_Lion_Gauntlets","White Lion Gauntlet","When you Pounce, gain +1 accuracy for your next attack this turn.","armor, set, fur, heavy","Brawler Armor","https://kingdomdeath.fandom.com/wiki/Brawler_Armor","","","2","","",""
"White Lion Gauntlets","https://kingdomdeath.fandom.com/wiki/White_Lion_Gauntlets","White Lion Gauntlet","When you Pounce, gain +1 accuracy for your next attack this turn.","armor, set, fur, heavy","White Lion Armor","https://kingdomdeath.fandom.com/wiki/White_Lion_Armor","","","2","","",""
"","","","","","","","Arm Armor","https://kingdomdeath.fandom.com/wiki/Category:Arm_Armor","","","",""
"","","","","","","","Fur Gear","https://kingdomdeath.fandom.com/wiki/Category:Fur_Gear","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Uses for White Fur","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_White_Fur","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Armor","https://kingdomdeath.fandom.com/wiki/Category:Armor","","","",""
"","","","","","","","Catarium Gear","https://kingdomdeath.fandom.com/wiki/Category:Catarium_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"White Lion Helm","https://kingdomdeath.fandom.com/wiki/White_Lion_Helm","White Lion Helm","Affinity Bonus: and 1 survival: Roar. Non-Deaf Insane survivors gain +2 strength until the end of the round. All other survivors gain +1 insanity.","armor, set, fur, heavy","White Fur","https://kingdomdeath.fandom.com/wiki/White_Fur","","","Affinity Bonus","","",""
"White Lion Helm","https://kingdomdeath.fandom.com/wiki/White_Lion_Helm","White Lion Helm","Affinity Bonus: and 1 survival: Roar. Non-Deaf Insane survivors gain +2 strength until the end of the round. All other survivors gain +1 insanity.","armor, set, fur, heavy","Great Cat Bones","https://kingdomdeath.fandom.com/wiki/Great_Cat_Bones","","","Affinity Bonus","","",""
"White Lion Helm","https://kingdomdeath.fandom.com/wiki/White_Lion_Helm","White Lion Helm","Affinity Bonus: and 1 survival: Roar. Non-Deaf Insane survivors gain +2 strength until the end of the round. All other survivors gain +1 insanity.","armor, set, fur, heavy","White Lion Armor","https://kingdomdeath.fandom.com/wiki/White_Lion_Armor","","","Affinity Bonus","","",""
"","","","","","","","Head Armor","https://kingdomdeath.fandom.com/wiki/Category:Head_Armor","","","",""
"","","","","","","","Fur Gear","https://kingdomdeath.fandom.com/wiki/Category:Fur_Gear","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Uses for White Fur","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_White_Fur","","","",""
"","","","","","","","Uses for Great Cat Bones","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Great_Cat_Bones","","","",""
"White Lion Skirt","https://kingdomdeath.fandom.com/wiki/White_Lion_Skirt","White Lion Skirt","The White Lion Skirt may be crafted once the Catarium settlement location has been built.","armor, set, fur, heavy","White Fur","https://kingdomdeath.fandom.com/wiki/White_Fur","","","2","","",""
"White Lion Skirt","https://kingdomdeath.fandom.com/wiki/White_Lion_Skirt","White Lion Skirt","The White Lion Skirt may be crafted once the Catarium settlement location has been built.","armor, set, fur, heavy","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","2","","",""
"White Lion Skirt","https://kingdomdeath.fandom.com/wiki/White_Lion_Skirt","White Lion Skirt","The White Lion Skirt may be crafted once the Catarium settlement location has been built.","armor, set, fur, heavy","White Lion Armor","https://kingdomdeath.fandom.com/wiki/White_Lion_Armor","","","2","","",""
"","","","","","","","Waist Armor","https://kingdomdeath.fandom.com/wiki/Category:Waist_Armor","","","",""
"","","","","","","","Fur Gear","https://kingdomdeath.fandom.com/wiki/Category:Fur_Gear","","","",""
"","","","","","","","Heavy Gear","https://kingdomdeath.fandom.com/wiki/Category:Heavy_Gear","","","",""
"","","","","","","","Gear with Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Red_Affinities","","","",""
"","","","","","","","Gear with Left Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Red_Affinities","","","",""
"","","","","","","","Gear with Right Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Red_Affinities","","","",""
"","","","","","","","Uses for White Fur","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_White_Fur","","","",""
